,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
224,14/02/15,Sevilla,Cordoba,3,0,H,2,0,H,18,10,6,3,15,16,8,1,0,1,1,1
225,15/02/15,Barcelona,Levante,5,0,H,2,0,H,18,5,10,1,6,13,3,4,1,2,0,0
226,15/02/15,Celta,Ath Madrid,2,0,H,0,0,D,14,10,3,5,4,12,9,2,0,3,0,0
227,15/02/15,Valencia,Getafe,1,0,H,0,0,D,13,10,3,1,16,10,7,2,3,4,0,0
228,15/02/15,Vallecano,Villarreal,2,0,H,0,0,D,13,9,7,2,12,14,5,5,2,2,0,0
229,16/02/15,Eibar,Elche,0,1,A,0,0,D,18,6,7,2,13,12,5,3,3,1,1,0
230,20/02/15,Getafe,Espanol,2,1,H,1,0,H,10,11,4,7,15,14,2,5,3,3,0,0
231,21/02/15,Ath Madrid,Almeria,3,0,H,3,0,H,9,9,6,1,13,13,8,4,1,1,1,0
232,21/02/15,Barcelona,Malaga,0,1,A,0,1,A,11,11,5,3,9,11,11,3,4,3,0,0
233,21/02/15,Cordoba,Valencia,1,2,A,0,1,A,11,17,4,7,17,15,6,2,1,2,0,0
234,21/02/15,La Coruna,Celta,0,2,A,0,0,D,14,8,4,5,17,13,4,3,2,4,1,0
235,22/02/15,Ath Bilbao,Vallecano,1,0,H,0,0,D,19,5,6,1,17,13,11,4,3,2,0,0
236,22/02/15,Elche,Real Madrid,0,2,A,0,0,D,4,17,1,5,17,6,1,6,4,1,0,0
237,22/02/15,Sociedad,Sevilla,4,3,H,1,1,D,17,17,8,5,16,12,5,10,5,3,0,0
238,22/02/15,Villarreal,Eibar,1,0,H,0,0,D,21,10,6,1,5,3,8,3,2,0,0,0
239,23/02/15,Levante,Granada,2,1,H,0,1,A,9,10,4,4,18,14,7,4,3,5,1,2
240,27/02/15,Espanol,Cordoba,1,0,H,1,0,H,12,16,4,4,22,14,2,6,5,4,0,0
241,28/02/15,Almeria,La Coruna,0,0,D,0,0,D,10,25,3,9,13,19,7,11,2,3,2,0
242,28/02/15,Granada,Barcelona,1,3,A,0,1,A,10,16,4,9,18,9,4,5,2,3,0,0
243,28/02/15,Malaga,Getafe,3,2,H,1,0,H,16,10,6,6,11,16,6,5,3,1,0,0
244,28/02/15,Vallecano,Levante,4,2,H,4,1,H,13,10,7,3,15,18,5,2,2,2,0,0
245,01/03/15,Eibar,Ath Bilbao,0,1,A,0,1,A,6,13,2,8,16,14,5,6,3,2,0,0
246,01/03/15,Real Madrid,Villarreal,1,1,D,0,0,D,25,9,7,4,7,20,10,4,2,5,0,0
247,01/03/15,Sevilla,Ath Madrid,0,0,D,0,0,D,13,9,4,2,13,14,7,1,4,7,0,0
248,01/03/15,Valencia,Sociedad,2,0,H,0,0,D,19,8,3,0,14,14,9,5,3,3,0,0
249,02/03/15,Celta,Elche,1,1,D,0,0,D,11,7,5,1,16,12,6,3,5,3,0,0
